,userid,newsid,nickname,name,sex,head_url,region,autograph,integral,is_big_v,is_first_login,creator_id,news_title,news_subtitle,updated_year,updated_month,updated_day,updated_timestamp,label
1,306,88,1,0,1,1,2732,1,414,0,0,2,1,1,2019,6,11,686.0,0
488,26212,262,1,1,1,1,112,1,8,1,0,17188,1,1,2019,6,22,789.0,0
1493,955,2490,1,1,1,1,2667,1,15833,1,0,687,1,1,2019,7,13,999.0,1
617,285,2320,1,0,1,0,2576,1,5919,1,0,631,1,1,2019,7,13,1000.0,1
1371,1831,1459,1,1,2,1,1324,0,528,0,0,885,1,1,2019,7,4,910.0,0
1471,171127,1432,0,0,1,0,400,0,0,0,0,26051,1,1,2019,7,13,998.0,1
667,1089,2553,1,1,2,1,1917,0,592,0,0,232,1,1,2019,7,13,1000.0,1
824,338,2458,1,0,1,1,1891,1,3214,1,0,338,1,1,2019,7,13,1000.0,1
39,15180,149,1,1,2,1,1132,1,6,1,0,5,1,1,2019,7,1,881.0,0
881,294,637,1,0,1,1,1891,1,10521,1,0,631,1,1,2019,6,22,789.0,0
821,599,1686,1,0,1,1,128,0,11475,1,0,26128,1,1,2019,7,5,922.0,0
346,202,774,1,0,1,1,120,1,168,1,0,233,1,1,2019,7,6,927.0,0
62,285,1269,1,0,1,0,2576,1,5919,1,0,576,1,1,2019,7,3,903.0,0
996,3653,727,1,1,1,1,2495,1,232,0,0,415,1,1,2019,7,6,931.0,0
882,201,2365,1,0,1,1,1891,1,142,0,0,13,1,1,2019,7,13,1000.0,1
1072,283,2548,1,0,1,1,2086,1,3198,1,0,551,1,1,2019,7,13,1000.0,1
783,232,1765,1,0,2,1,1906,1,118,1,0,576,1,1,2019,7,6,926.0,0
32,1831,2513,1,1,2,1,1324,0,528,0,0,306,1,1,2019,7,13,999.0,1
413,127180,255,1,0,1,1,113,0,0,1,0,212,1,1,2019,6,6,638.0,0
763,232,1244,1,0,2,1,1906,1,118,1,0,232,1,1,2019,7,4,911.0,0
1047,551,2557,1,0,0,0,3,0,7375,1,0,6140,1,1,2019,7,13,1000.0,1
722,1499,1377,1,1,1,1,2992,1,320,0,0,232,1,1,2019,7,5,918.0,0
1278,171128,1215,1,0,2,0,15,0,0,0,0,53947,1,1,2019,7,3,902.0,0
257,254,150,1,0,1,1,1891,1,6701,1,0,19,1,1,2019,4,30,283.0,0
231,170954,976,1,0,2,1,113,0,0,0,0,691,1,1,2019,7,5,919.0,0
1235,3362,2330,1,1,1,1,1890,1,5365,1,0,775,1,1,2019,7,13,998.0,1
45,170854,83,1,0,2,1,3,0,0,1,0,10,1,1,2019,6,3,612.0,0
144,171012,2494,1,1,1,1,256,1,0,0,0,2,1,1,2019,7,13,1000.0,1
910,202,2523,1,0,1,1,120,1,168,1,0,341,1,1,2019,7,13,999.0,1
753,232,507,1,0,2,1,1906,1,118,1,0,20011,1,1,2019,6,11,687.0,0
29,15180,110,1,1,2,1,1132,1,6,1,0,4,1,1,2019,4,4,32.0,0
762,232,1241,1,0,2,1,1906,1,118,1,0,532,1,1,2019,7,4,912.0,0
767,232,1306,1,0,2,1,1906,1,118,1,0,352,1,1,2019,7,3,903.0,0
1282,1499,2503,1,1,1,1,2992,1,320,0,0,1499,1,1,2019,7,13,998.0,1
19,3165,358,1,1,1,1,3,0,62,0,0,232,1,1,2019,6,12,698.0,0
1300,18,2484,1,0,2,1,2494,1,362,1,0,485,1,1,2019,7,13,996.0,1
996,3631,2527,1,1,1,1,2367,1,2156,0,0,13693,1,1,2019,7,13,998.0,1
676,26128,2551,1,0,2,0,1889,1,0,1,0,631,1,1,2019,7,13,1000.0,1
647,1089,2538,1,1,2,1,1917,0,592,0,0,26128,1,1,2019,7,13,1000.0,1
1117,125439,997,1,0,2,0,252,0,0,0,0,232,1,1,2019,7,1,879.0,0
202,271,962,1,0,2,1,1906,1,29633,1,0,233,1,1,2019,7,6,927.0,0
33,15180,122,1,1,2,1,1132,1,6,1,0,5,1,1,2019,6,3,612.0,0
640,509,1810,1,0,1,1,1897,1,856,1,0,233,1,1,2019,7,6,928.0,0
1305,26126,2431,1,0,2,1,112,1,0,1,0,239,1,1,2019,7,13,997.0,1
540,509,2516,1,0,1,1,1897,1,856,1,0,202,1,1,2019,7,13,999.0,1
311,3362,1462,1,1,1,1,1890,1,5365,1,0,331,1,1,2019,7,5,920.0,0
1499,636,1836,1,0,1,1,5,0,68,1,0,612,1,1,2019,7,7,939.0,0
759,232,880,1,0,2,1,1906,1,118,1,0,26128,1,1,2019,7,5,922.0,0
1174,206,2549,1,0,1,1,1899,1,410,1,0,206,1,1,2019,7,13,999.0,1
1113,278,2530,1,0,2,1,1906,0,526,1,0,775,1,1,2019,7,13,999.0,1
685,171081,509,1,0,2,0,5,0,0,0,0,231,1,1,2019,6,13,707.0,0
597,3040,1604,1,1,1,1,270,0,6265,1,0,485,1,1,2019,7,5,917.0,0
888,314,2342,1,0,1,0,1891,0,5433,1,0,12,1,1,2019,7,13,1000.0,1
375,15180,2512,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,999.0,1
1289,127180,1594,1,0,1,1,113,0,0,1,0,202,1,1,2019,7,13,996.0,1
148,55265,1428,1,0,1,0,274,0,0,0,0,170890,1,1,2019,7,5,914.0,0
929,4728,703,1,1,1,0,795,0,0,0,0,238,1,1,2019,6,17,747.0,0
401,10355,319,1,1,1,1,1889,0,782,1,0,26144,1,1,2019,6,13,707.0,0
53,285,374,1,0,1,0,2576,1,5919,1,0,26122,1,1,2019,6,20,775.0,0
120,3136,994,1,1,0,1,1890,1,4907,1,0,254,1,1,2019,7,7,937.0,0
786,3362,2552,1,1,1,1,1890,1,5365,1,0,5,1,1,2019,7,13,1000.0,1
1145,297,1227,1,0,1,0,1906,0,1254,1,0,54090,1,1,2019,7,4,910.0,0
465,26126,313,1,0,2,1,112,1,0,1,0,26144,1,1,2019,6,10,680.0,0
352,202,840,1,0,1,1,120,1,168,1,0,691,1,1,2019,7,5,919.0,0
1342,129528,1336,1,0,1,1,205,1,0,0,0,25986,1,1,2019,7,3,903.0,0
121,3136,995,1,1,0,1,1890,1,4907,1,0,671,1,1,2019,7,5,916.0,0
392,3501,247,1,1,0,0,1976,0,6365,1,0,671,1,1,2019,7,4,908.0,0
468,125439,2510,1,0,2,0,252,0,0,0,0,241,1,1,2019,7,13,998.0,1
430,285,2510,1,0,1,0,2576,1,5919,1,0,241,1,1,2019,7,13,998.0,1
916,457,2523,1,0,2,1,1906,1,1144,1,0,341,1,1,2019,7,13,999.0,1
1068,18537,919,1,1,2,1,1217,0,8,1,0,233,1,1,2019,7,5,919.0,0
354,202,950,1,0,1,1,120,1,168,1,0,677,1,1,2019,6,28,849.0,0
963,457,2498,1,0,2,1,1906,1,1144,1,0,280,1,1,2019,7,13,999.0,1
59,56407,2514,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,1000.0,1
270,254,425,1,0,1,1,1891,1,6701,1,0,26122,1,1,2019,6,20,775.0,0
1141,297,1167,1,0,1,0,1906,0,1254,1,0,53606,1,1,2019,7,4,907.0,0
1011,487,2537,1,0,1,1,1891,0,6839,1,0,10355,1,1,2019,7,13,1000.0,1
612,285,2461,1,0,1,0,2576,1,5919,1,0,631,1,1,2019,7,13,1000.0,1
698,6140,2531,1,1,1,1,3,1,76,1,0,56407,1,1,2019,7,13,999.0,1
1159,26212,2486,1,1,1,1,112,1,8,1,0,26212,1,1,2019,7,13,996.0,1
945,3631,2521,1,1,1,1,2367,1,2156,0,0,354,1,1,2019,7,13,999.0,1
845,278,605,1,0,2,1,1906,0,526,1,0,26117,1,1,2019,6,17,742.0,0
1295,341,2495,1,0,1,1,1891,1,11985,1,0,341,1,1,2019,7,13,999.0,1
1288,206,1660,1,0,1,1,1899,1,410,1,0,372,1,1,2019,7,5,922.0,0
1442,3495,1643,1,1,0,1,1890,0,5333,1,0,14878,1,1,2019,7,12,989.0,0
1096,55265,2547,1,0,1,0,274,0,0,0,0,271,1,1,2019,7,13,1000.0,1
267,254,421,1,0,1,1,1891,1,6701,1,0,640,1,1,2019,6,11,687.0,0
1213,551,1709,1,0,0,0,3,0,7375,1,0,523,1,1,2019,7,8,951.0,0
169,415,1068,1,0,1,1,1891,1,0,1,0,457,1,1,2019,7,5,922.0,0
406,509,2512,1,0,1,1,1897,1,856,1,0,241,1,1,2019,7,13,999.0,1
555,170954,2517,1,0,2,1,113,0,0,0,0,677,1,1,2019,7,13,999.0,1
1283,206,1523,1,0,1,1,1899,1,410,1,0,505,1,1,2019,7,5,914.0,0
1187,171017,1707,1,0,2,0,113,0,0,0,0,21,1,1,2019,7,13,998.0,1
982,372,2485,1,0,2,0,1906,1,674,1,0,372,1,1,2019,7,13,998.0,1
1111,171081,2530,1,0,2,0,5,0,0,0,0,775,1,1,2019,7,13,999.0,1
1013,26035,755,1,0,1,1,2084,1,0,1,0,1209,1,1,2019,7,5,917.0,0
997,631,2527,1,0,2,1,1889,1,602,1,0,13693,1,1,2019,7,13,998.0,1
1189,170818,1079,1,0,1,0,270,0,0,0,0,341,1,1,2019,7,4,908.0,0
1184,170954,2507,1,0,2,1,113,0,0,0,0,509,1,1,2019,7,13,997.0,1
1443,7336,1252,1,1,1,1,1978,1,1094,0,0,283,1,1,2019,7,13,999.0,1
476,3818,2483,1,1,1,0,576,0,220,0,0,330,1,1,2019,7,13,997.0,1
251,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1
68,278,2514,1,0,2,1,1906,0,526,1,0,241,1,1,2019,7,13,1000.0,1
507,56407,417,1,0,2,0,113,1,0,1,0,272,1,1,2019,6,8,661.0,0
81,170954,2480,1,0,2,1,113,0,0,0,0,26005,1,1,2019,7,13,999.0,1
946,18,1778,1,0,2,1,2494,1,362,1,0,3597,1,1,2019,7,8,948.0,0
940,457,2522,1,0,2,1,1906,1,1144,1,0,13693,1,1,2019,7,13,999.0,1
1255,171081,2525,1,0,2,0,5,0,0,0,0,127180,1,1,2019,7,13,998.0,1
429,15180,2510,1,1,2,1,1132,1,6,1,0,241,1,1,2019,7,13,998.0,1
1117,242,2530,1,0,0,1,3,1,17525,1,0,775,1,1,2019,7,13,999.0,1
837,170384,595,1,0,1,0,113,0,0,0,0,233,1,1,2019,6,20,777.0,0
93,53873,519,1,0,1,1,3,0,0,1,0,485,1,1,2019,7,3,903.0,0
399,10355,278,1,1,1,1,1889,0,782,1,0,509,1,1,2019,6,6,639.0,0
66,285,1513,1,0,1,0,2576,1,5919,1,0,232,1,1,2019,7,8,948.0,0
1258,202,2456,1,0,1,1,120,1,168,1,0,341,1,1,2019,7,13,994.0,1
113,3040,2494,1,1,1,1,270,0,6265,1,0,2,1,1,2019,7,13,1000.0,1
556,170954,2517,1,0,2,1,113,0,0,0,0,677,1,1,2019,7,13,999.0,1
1056,13,1603,1,0,0,0,3,1,1168,1,0,25986,1,1,2019,7,5,917.0,0
949,250,709,1,0,0,1,3,1,6415,1,0,677,1,1,2019,7,2,892.0,0
444,271,2510,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,998.0,1
529,1089,2516,1,1,2,1,1917,0,592,0,0,202,1,1,2019,7,13,999.0,1
1030,57081,849,1,0,2,1,2985,0,0,0,0,301,1,1,2019,6,23,803.0,0
149,55265,1430,1,0,1,0,274,0,0,0,0,26051,1,0,2019,7,4,908.0,0
1384,26128,2544,1,0,2,0,1889,1,0,1,0,26128,1,1,2019,7,13,999.0,1
951,336,2521,1,0,1,1,1891,1,21454,1,0,354,1,1,2019,7,13,999.0,1
861,99938,585,1,0,2,0,206,1,0,0,0,26128,1,1,2019,6,25,821.0,0
1048,55265,2555,1,0,1,0,274,0,0,0,0,576,1,1,2019,7,13,1000.0,1
838,3495,2458,1,1,0,1,1890,0,5333,1,0,338,1,1,2019,7,13,1000.0,1
680,171081,496,1,0,2,0,5,0,0,0,0,595,1,1,2019,7,6,929.0,0
53,202,2514,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,1000.0,1
335,202,550,1,0,1,1,120,1,168,1,0,26051,1,1,2019,7,11,973.0,0
425,3165,2510,1,1,1,1,3,0,62,0,0,241,1,1,2019,7,13,998.0,1
1463,3888,1741,1,1,0,0,2751,0,5307,1,0,25986,1,1,2019,7,5,921.0,0
884,53965,2365,1,1,1,0,2450,0,0,0,0,13,1,1,2019,7,13,1000.0,1
1287,206,1659,1,0,1,1,1899,1,410,1,0,271,1,1,2019,7,5,921.0,0
235,170954,1318,1,0,2,1,113,0,0,0,0,39701,1,1,2019,7,5,921.0,0
418,6539,2512,1,1,2,1,2024,0,56,0,0,241,1,1,2019,7,13,999.0,1
268,254,423,1,0,1,1,1891,1,6701,1,0,271,1,1,2019,6,25,819.0,0
636,336,2543,1,0,1,1,1891,1,21454,1,0,285,1,1,2019,7,13,999.0,1
533,56407,1140,1,0,2,0,113,1,0,1,0,1209,1,1,2019,7,5,917.0,0
722,26128,2531,1,0,2,0,1889,1,0,1,0,56407,1,1,2019,7,13,999.0,1
1362,232,2534,1,0,2,1,1906,1,118,1,0,232,1,1,2019,7,13,996.0,1
421,127180,1579,1,0,1,1,113,0,0,1,0,42404,1,1,2019,7,5,918.0,0
1049,55265,2554,1,0,1,0,274,0,0,0,0,576,1,1,2019,7,13,1000.0,1
905,26129,684,1,0,1,0,1891,1,0,1,0,26166,1,1,2019,6,21,786.0,0
724,232,2531,1,0,2,1,1906,1,118,1,0,56407,1,1,2019,7,13,999.0,1
117,171081,2494,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1
1416,1499,2491,1,1,1,1,2992,1,320,0,0,301,1,1,2019,7,13,994.0,1
1269,678,1214,1,1,1,1,113,0,6265,1,0,5,1,1,2019,7,13,998.0,1
684,171081,505,1,0,2,0,5,0,0,0,0,17,1,1,2019,7,4,908.0,0
105,3136,302,1,1,0,1,1890,1,4907,1,0,232,1,1,2019,7,1,878.0,0
957,250,719,1,0,0,1,3,1,6415,1,0,1822,1,1,2019,7,4,912.0,0
690,297,2551,1,0,1,0,1906,0,1254,1,0,631,1,1,2019,7,13,1000.0,1
1253,53900,1825,1,0,1,0,1975,0,0,0,0,26128,1,1,2019,7,7,936.0,0
569,684,644,1,1,0,1,3,1,4787,1,0,26128,1,1,2019,7,5,919.0,0
233,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1
425,127180,1651,1,0,1,1,113,0,0,1,0,3436,1,1,2019,7,6,928.0,0
298,229,156,1,0,1,1,2955,1,290,0,0,19,1,1,2019,5,8,359.0,0
718,1499,1366,1,1,1,1,2992,1,320,0,0,271,1,1,2019,7,5,918.0,0
1387,4747,1474,1,1,1,1,2494,1,86,0,0,232,1,1,2019,7,5,917.0,0
394,202,2512,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,999.0,1
1401,232,2476,1,0,2,1,1906,1,118,1,0,232,1,1,2019,7,13,994.0,1
131,55265,114,1,0,1,0,274,0,0,0,0,5,1,1,2019,6,3,612.0,0
584,369,377,1,0,0,1,1906,0,0,1,0,330,1,1,2019,7,12,989.0,0
1104,418,2547,1,0,1,1,1891,1,1284,1,0,271,1,1,2019,7,13,1000.0,1
265,170818,1915,1,0,1,0,270,0,0,0,0,18,1,1,2019,7,14,1000.0,1
1172,54080,1042,1,0,1,0,2241,1,0,0,0,677,1,1,2019,7,4,908.0,0
729,1499,1526,1,1,1,1,2992,1,320,0,0,12400,1,1,2019,7,4,912.0,0
567,239,2517,1,0,1,0,3,0,5865,1,0,677,1,1,2019,7,13,999.0,1
994,202,2527,1,0,1,1,120,1,168,1,0,13693,1,1,2019,7,13,998.0,1
584,341,2520,1,0,1,1,1891,1,11985,1,0,341,1,1,2019,7,13,999.0,1
325,202,467,1,0,1,1,120,1,168,1,0,10,1,1,2019,6,13,707.0,0
677,170384,2551,1,0,1,0,113,0,0,0,0,631,1,1,2019,7,13,1000.0,1
1115,26129,2530,1,0,1,0,1891,1,0,1,0,775,1,1,2019,7,13,999.0,1
1267,129528,2312,1,0,1,1,205,1,0,0,0,5,1,1,2019,7,13,998.0,1
914,26129,1051,1,0,1,0,1891,1,0,1,0,19,1,1,2019,7,1,881.0,0
922,4728,695,1,1,1,0,795,0,0,0,0,5,1,1,2019,7,12,987.0,0
716,283,2531,1,0,1,1,2086,1,3198,1,0,56407,1,1,2019,7,13,999.0,1
1257,3382,1187,1,1,0,0,1890,1,5315,1,0,685,1,1,2019,7,5,922.0,0
1020,13,2537,1,0,0,0,3,1,1168,1,0,10355,1,1,2019,7,13,1000.0,1
746,5,2531,1,0,0,1,3,1,2198,1,0,56407,1,1,2019,7,13,999.0,1
454,3631,277,1,1,1,1,2367,1,2156,0,0,631,1,1,2019,6,7,648.0,0
1015,26129,2537,1,0,1,0,1891,1,0,1,0,10355,1,1,2019,7,13,1000.0,1
116,3136,988,1,1,0,1,1890,1,4907,1,0,206,1,1,2019,7,9,956.0,0
542,631,2516,1,0,2,1,1889,1,602,1,0,202,1,1,2019,7,13,999.0,1
0,306,82,1,0,1,1,2732,1,414,0,0,18,1,1,2019,4,1,0.0,0
388,233,1607,1,0,1,1,1906,1,2424,1,0,485,1,1,2019,7,5,916.0,0
153,6140,131,1,1,1,1,3,1,76,1,0,5,1,1,2019,4,20,184.0,0
1238,202,2135,1,0,1,1,120,1,168,1,0,10355,1,1,2019,7,13,996.0,1
1286,206,1658,1,0,1,1,1899,1,410,1,0,384,1,1,2019,7,5,917.0,0
253,13,1915,1,0,0,0,3,1,1168,1,0,18,1,1,2019,7,14,1000.0,1
1383,26063,1460,1,0,1,1,1891,1,0,0,0,319,1,1,2019,7,4,909.0,0
1517,418,2194,1,0,1,1,1891,1,1284,1,0,271,1,1,2019,7,13,998.0,1
964,250,733,1,0,0,1,3,1,6415,1,0,242,1,1,2019,7,10,966.0,0
1226,6440,2369,1,1,1,1,1260,0,552,0,0,636,1,1,2019,7,13,995.0,1
451,3631,273,1,1,1,1,2367,1,2156,0,0,26166,1,1,2019,6,6,639.0,0
1008,457,770,1,0,2,1,1906,1,1144,1,0,3533,1,1,2019,7,6,926.0,0
1051,250,2554,1,0,0,1,3,1,6415,1,0,576,1,1,2019,7,13,1000.0,1
565,372,1739,1,0,2,0,1906,1,674,1,0,3382,1,1,2019,7,6,930.0,0
1005,127180,2537,1,0,1,1,113,0,0,1,0,10355,1,1,2019,7,13,1000.0,1
27,15180,104,1,1,2,1,1132,1,6,1,0,14,1,1,2019,6,5,624.0,0
1166,297,1549,1,0,1,0,1906,0,1254,1,0,3382,1,1,2019,7,4,913.0,0
1465,297,2168,1,0,1,0,1906,0,1254,1,0,631,1,1,2019,7,13,999.0,1
357,3165,2504,1,1,1,1,3,0,62,0,0,53964,1,1,2019,7,13,998.0,1
388,170954,2512,1,0,2,1,113,0,0,0,0,241,1,1,2019,7,13,999.0,1
1306,56407,2431,1,0,2,0,113,1,0,1,0,239,1,1,2019,7,13,997.0,1
1384,26063,1468,1,0,1,1,1891,1,0,0,0,56433,1,1,2019,7,4,912.0,0
1418,775,1558,1,1,1,1,3,1,10283,1,0,233,1,1,2019,7,6,927.0,0
40,1089,2514,1,1,2,1,1917,0,592,0,0,241,1,1,2019,7,13,1000.0,1
123,57081,2494,1,0,2,1,2985,0,0,0,0,2,1,1,2019,7,13,1000.0,1
648,509,1820,1,0,1,1,1897,1,856,1,0,595,1,1,2019,7,9,956.0,0
277,254,659,1,0,1,1,1891,1,6701,1,0,5,1,1,2019,7,3,903.0,0
7,202,2515,1,0,1,1,120,1,168,1,0,3136,1,1,2019,7,13,999.0,1
293,108810,1915,1,0,1,1,231,1,0,0,0,18,1,1,2019,7,14,1000.0,1
770,232,1312,1,0,2,1,1906,1,118,1,0,53701,1,1,2019,7,4,912.0,0
610,599,2540,1,0,1,1,128,0,11475,1,0,599,1,1,2019,7,13,999.0,1
875,298,623,1,0,2,1,1906,0,5881,1,0,13693,1,1,2019,7,4,907.0,0
1206,254,2452,1,0,1,1,1891,1,6701,1,0,232,1,1,2019,7,13,996.0,1
748,1039,485,1,1,1,1,1780,0,232,1,0,6,1,1,2019,6,11,685.0,0
397,1822,2512,1,1,0,1,1890,1,4401,1,0,241,1,1,2019,7,13,999.0,1
1444,3495,1713,1,1,0,1,1890,0,5333,1,0,451,1,1,2019,7,5,921.0,0
595,341,2496,1,0,1,1,1891,1,11985,1,0,341,1,1,2019,7,13,999.0,1
691,297,2551,1,0,1,0,1906,0,1254,1,0,631,1,1,2019,7,13,1000.0,1
383,271,2512,1,0,2,1,1906,1,29633,1,0,241,1,1,2019,7,13,999.0,1
911,341,2523,1,0,1,1,1891,1,11985,1,0,341,1,1,2019,7,13,999.0,1
730,294,2531,1,0,1,1,1891,1,10521,1,0,56407,1,1,2019,7,13,999.0,1
481,336,2470,1,0,1,1,1891,1,21454,1,0,13,1,1,2019,7,13,999.0,1
1380,359,1555,1,0,2,1,2524,1,582,1,0,344,1,1,2019,7,9,952.0,0
